,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Day,Calendering Year
178,West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,65.0,825,536250.0,187687.50000000003,0.35000000000000003,Outlet,2021,1,14,First Half
179,West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60.0,725,435000.0,130500.0,0.3,Outlet,2021,1,15,First Half
180,West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,65.0,775,503750.0,251875.0,0.5,Outlet,2021,1,16,First Half
181,West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,80.0,775,620000.0,93000.00000000001,0.15000000000000002,Outlet,2021,1,17,First Half
182,West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,65.0,975,633750.0,221812.50000000003,0.35000000000000003,Outlet,2021,1,18,First Half
183,West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,70.0,925,647500.0,129500.0,0.2,Outlet,2021,1,19,First Half
184,West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,65.0,800,520000.0,182000.00000000003,0.35000000000000003,Outlet,2021,1,20,First Half
185,West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65.0,750,487500.0,146250.0,0.3,Outlet,2021,1,21,First Half
186,West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,75.0,750,562500.0,281250.0,0.5,Outlet,2021,1,22,First Half
187,West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,80.0,725,580000.0,87000.00000000001,0.15000000000000002,Outlet,2021,1,23,First Half
188,West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,55.00000000000001,925,508750.00000000006,152625.00000000003,0.30000000000000004,Outlet,2021,1,24,First Half
189,West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,60.00000000000001,925,555000.0000000001,83250.00000000001,0.15,Outlet,2021,1,25,First Half
190,West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,55.00000000000001,775,426250.00000000006,127875.00000000004,0.30000000000000004,Outlet,2021,1,26,First Half
191,West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55.00000000000001,725,398750.00000000006,99687.5,0.24999999999999997,Outlet,2021,1,27,First Half
192,West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,65.0,725,471250.0,212062.50000000003,0.45000000000000007,Outlet,2021,1,28,First Half
193,West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,70.0,775,542500.0,54250.0,0.1,Outlet,2021,1,29,First Half
194,West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,55.00000000000001,875,481250.00000000006,144375.00000000003,0.30000000000000004,Outlet,2021,1,30,First Half
195,West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,60.00000000000001,875,525000.0000000001,78750.00000000001,0.15,Outlet,2021,1,31,First Half
196,West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,55.00000000000001,700,385000.00000000006,115500.00000000003,0.30000000000000004,Outlet,2021,2,1,First Half
197,West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,55.00000000000001,675,371250.00000000006,92812.5,0.24999999999999997,Outlet,2021,2,2,First Half
198,West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,65.0,650,422500.0,190125.00000000003,0.45000000000000007,Outlet,2021,2,3,First Half
199,West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,70.0,700,490000.0,49000.0,0.1,Outlet,2021,2,4,First Half
200,West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,55.00000000000001,875,481250.00000000006,144375.00000000003,0.30000000000000004,Outlet,2021,2,5,First Half
201,West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,60.00000000000001,875,525000.0000000001,78750.00000000001,0.15,Outlet,2021,2,6,First Half
202,West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,55.00000000000001,725,398750.00000000006,119625.00000000003,0.30000000000000004,Outlet,2021,2,7,First Half
203,West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55.00000000000001,700,385000.00000000006,96250.0,0.24999999999999997,Outlet,2021,2,8,First Half
204,West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,65.0,650,422500.0,190125.00000000003,0.45000000000000007,Outlet,2021,2,9,First Half
205,West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.0,775,542500.0,54250.0,0.1,Outlet,2021,2,10,First Half
206,West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,55.00000000000001,975,536250.0000000001,160875.00000000006,0.30000000000000004,Outlet,2021,2,11,First Half
207,West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,60.00000000000001,975,585000.0000000001,87750.00000000001,0.15,Outlet,2021,2,12,First Half
208,West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,55.00000000000001,775,426250.00000000006,127875.00000000004,0.30000000000000004,Outlet,2021,2,13,First Half
209,West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55.00000000000001,775,426250.00000000006,106562.5,0.24999999999999997,Outlet,2021,2,14,First Half
210,West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,65.0,700,455000.0,204750.00000000003,0.45000000000000007,Outlet,2021,2,15,First Half
211,West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,70.0,800,560000.0,56000.0,0.1,Outlet,2021,2,16,First Half
212,Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,35.0,700,245000.0,98000.0,0.4,Outlet,2021,2,17,First Half
213,Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,45.0,700,315000.0,78750.0,0.25,Outlet,2021,2,18,First Half
214,Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,45.0,700,315000.0,126000.0,0.4,Outlet,2021,3,9,First Half
215,Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,45.0,550,247500.0,86625.0,0.35,Outlet,2021,3,10,First Half
216,Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,50.0,500,250000.0,137500.0,0.55,Outlet,2021,3,11,First Half
217,Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,45.0,700,315000.0,63000.0,0.2,Outlet,2021,3,12,First Half
218,Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,35.0,750,262500.0,105000.0,0.4,Outlet,2021,3,13,First Half
219,Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292500.0,73125.0,0.25,Outlet,2021,3,14,First Half
220,Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,45.0,675,303750.0,121500.0,0.4,Outlet,2021,3,15,First Half
221,Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,45.0,525,236250.0,82687.5,0.35,Outlet,2021,3,16,First Half
222,Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,50.0,450,225000.0,123750.00000000001,0.55,Outlet,2021,3,17,First Half
223,Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,45.0,650,292500.0,58500.0,0.2,Outlet,2021,3,18,First Half
224,Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,35.0,800,280000.0,112000.0,0.4,Outlet,2021,3,19,First Half
225,Kohl's,1189833,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292500.0,73125.0,0.25,Outlet,2021,3,20,First Half
226,Kohl's,1189833,2021-03-21,West,California,Los Angeles,Women's Street Footwear,45.0,650,292500.0,117000.0,0.4,Outlet,2021,3,21,First Half
227,Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247500.0,86625.0,0.35,Outlet,2021,3,22,First Half
228,Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,50.0,425,212500.0,116875.00000000001,0.55,Outlet,2021,3,23,First Half
229,Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,45.0,625,281250.0,56250.0,0.2,Outlet,2021,4,6,First Half
230,Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,45.0,800,360000.0,144000.0,0.4,Outlet,2021,4,7,First Half
231,Kohl's,1189833,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,50.0,600,300000.0,75000.0,0.25,Outlet,2021,4,8,First Half
232,Kohl's,1189833,2021-04-09,West,California,Los Angeles,Women's Street Footwear,50.0,625,312500.0,125000.0,0.4,Outlet,2021,4,9,First Half
233,Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,45.0,525,236250.0,82687.5,0.35,Outlet,2021,4,10,First Half
234,Kohl's,1189833,2021-04-11,West,California,Los Angeles,Men's Apparel,50.0,425,212500.0,116875.00000000001,0.55,Outlet,2021,4,11,First Half
235,Kohl's,1189833,2021-04-12,West,California,Los Angeles,Women's Apparel,65.0,600,390000.0,78000.0,0.2,Outlet,2021,4,12,First Half
236,Kohl's,1189833,2021-04-13,West,California,Los Angeles,Men's Street Footwear,45.0,800,360000.0,144000.0,0.4,Outlet,2021,4,13,First Half
237,Kohl's,1189833,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,50.0,650,325000.0,81250.0,0.25,Outlet,2021,4,14,First Half
238,Kohl's,1189833,2021-04-15,West,California,Los Angeles,Women's Street Footwear,50.0,650,325000.0,130000.0,0.4,Outlet,2021,4,15,First Half
239,Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247500.0,86625.0,0.35,Outlet,2021,4,16,First Half
240,Kohl's,1189833,2021-04-17,West,California,Los Angeles,Men's Apparel,50.0,450,225000.0,123750.00000000001,0.55,Outlet,2021,4,17,First Half
241,Kohl's,1189833,2021-04-18,West,California,Los Angeles,Women's Apparel,65.0,625,406250.0,81250.0,0.2,Outlet,2021,4,18,First Half
242,Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,45.0,900,405000.0,162000.0,0.4,Outlet,2021,4,19,First Half
243,Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,50.0,750,375000.0,93750.0,0.25,Outlet,2021,4,20,First Half
244,Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,50.0,750,375000.0,150000.0,0.4,Outlet,2021,4,21,First Half
245,Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,45.0,625,281250.0,98437.5,0.35,Outlet,2021,4,22,First Half
246,Kohl's,1189833,2021-04-23,West,California,Los Angeles,Men's Apparel,50.0,500,250000.0,137500.0,0.55,Outlet,2021,4,23,First Half
247,Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,65.0,800,520000.0,104000.0,0.2,Outlet,2021,4,24,First Half
248,Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,45.0,950,427500.0,171000.0,0.4,Outlet,2021,4,25,First Half
249,Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,50.0,800,400000.0,100000.0,0.25,Outlet,2021,4,26,First Half
250,Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,50.0,750,375000.0,150000.0,0.4,Outlet,2021,4,27,First Half
251,Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,45.0,650,292500.0,102375.0,0.35,Outlet,2021,4,28,First Half
252,Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,50.0,700,350000.0,192500.00000000003,0.55,Outlet,2021,4,29,First Half
253,Kohl's,1189833,2021-04-30,West,California,Los Angeles,Women's Apparel,65.0,700,455000.0,91000.0,0.2,Outlet,2021,4,30,First Half
254,Kohl's,1189833,2021-05-01,West,California,Los Angeles,Men's Street Footwear,50.0,900,450000.0,180000.0,0.4,Outlet,2021,5,1,First Half
255,Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,850,467500.00000000006,116875.00000000001,0.25,Outlet,2021,5,2,First Half
256,Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,50.0,725,362500.0,145000.0,0.4,Outlet,2021,5,3,First Half
257,Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,50.0,675,337500.0,118124.99999999999,0.35,Outlet,2021,5,4,First Half
258,Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,60.0,675,405000.0,222750.00000000003,0.55,Outlet,2021,5,5,First Half
259,Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,65.0,650,422500.0,84500.0,0.2,Outlet,2021,5,6,First Half
260,Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,50.0,850,425000.0,170000.0,0.4,Outlet,2021,5,7,First Half
261,Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,850,467500.00000000006,116875.00000000001,0.25,Outlet,2021,5,8,First Half
262,Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,50.0,700,350000.0,140000.0,0.4,Outlet,2021,5,9,First Half
263,Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,50.0,650,325000.0,113750.0,0.35,Outlet,2021,5,10,First Half
264,Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,60.0,650,390000.0,214500.00000000003,0.55,Outlet,2021,5,11,First Half
265,Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,65.0,700,455000.0,91000.0,0.2,Outlet,2021,5,12,First Half
266,Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,50.0,800,400000.0,160000.0,0.4,Outlet,2021,5,13,First Half
267,Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,800,440000.00000000006,110000.00000000001,0.25,Outlet,2021,5,14,First Half
268,Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,50.0,650,325000.0,130000.0,0.4,Outlet,2021,5,15,First Half
269,Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,50.0,625,312500.0,109375.0,0.35,Outlet,2021,5,16,First Half
270,Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,60.0,600,360000.0,198000.00000000003,0.55,Outlet,2021,5,17,First Half
271,Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,65.0,650,422500.0,84500.0,0.2,Outlet,2021,5,18,First Half
272,Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,50.0,825,412500.0,165000.0,0.4,Outlet,2021,5,19,First Half
273,Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,825,453750.00000000006,113437.50000000001,0.25,Outlet,2021,5,20,First Half
274,Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,50.0,675,337500.0,135000.0,0.4,Outlet,2021,5,21,First Half
275,Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,50.0,650,325000.0,113750.0,0.35,Outlet,2021,5,22,First Half
276,Kohl's,1189833,2021-05-23,West,California,Los Angeles,Men's Apparel,60.0,600,360000.0,198000.00000000003,0.55,Outlet,2021,5,23,First Half
277,Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,65.0,700,455000.0,91000.0,0.2,Outlet,2021,5,24,First Half
278,Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,50.0,900,450000.0,180000.0,0.4,Outlet,2021,5,25,First Half
279,Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,900,495000.00000000006,123750.00000000001,0.25,Outlet,2021,5,26,First Half
280,Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,50.0,700,350000.0,140000.0,0.4,Outlet,2021,5,27,First Half
281,Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50.0,700,350000.0,122499.99999999999,0.35,Outlet,2021,5,28,First Half
282,Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,60.0,625,375000.0,206250.00000000003,0.55,Outlet,2021,5,29,First Half
283,Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,65.0,725,471250.0,94250.0,0.2,Outlet,2021,5,30,First Half
284,Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,45.0,475,213750.0,85500.0,0.4,Outlet,2021,5,31,First Half
285,Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,45.0,275,123750.0,43312.5,0.35,Outlet,2021,6,1,First Half
286,Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,35.0,275,96250.0,33687.5,0.35,Outlet,2021,6,2,First Half
287,Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,40.0,125,50000.0,20000.0,0.4,Outlet,2021,6,3,First Half
288,Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,54.99999999999999,175,96249.99999999999,33687.49999999999,0.35,Outlet,2021,6,4,First Half
289,Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,123750.0,61875.0,0.5,Outlet,2021,6,5,First Half
290,Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,45.0,525,236250.0,94500.0,0.4,Outlet,2021,6,6,First Half
291,Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,175,78750.0,27562.5,0.35,Outlet,2021,6,7,First Half
292,Foot Locker,1185732,2021-06-08,Midwest,Illinois,Chicago,Women's Street Footwear,35.0,225,78750.0,27562.5,0.35,Outlet,2021,6,8,First Half
293,Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,100,40000.0,16000.0,0.4,Outlet,2021,6,9,First Half
294,Foot Locker,1185732,2021-06-10,Midwest,Illinois,Chicago,Men's Apparel,54.99999999999999,175,96249.99999999999,33687.49999999999,0.35,Outlet,2021,6,10,First Half
295,Foot Locker,1185732,2021-06-11,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,123750.0,61875.0,0.5,Outlet,2021,6,11,First Half
296,Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,495,247500.0,99000.0,0.4,Outlet,2021,6,12,First Half
297,Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,200,100000.0,35000.0,0.35,Outlet,2021,6,13,First Half
298,Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,225,90000.0,31499.999999999996,0.35,Outlet,2021,6,14,First Half
299,Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,33750.0,13500.0,0.4,Outlet,2021,6,15,First Half
300,Foot Locker,1185732,2021-06-16,Midwest,Illinois,Chicago,Men's Apparel,60.0,125,75000.0,26250.0,0.35,Outlet,2021,6,16,First Half
301,Foot Locker,1185732,2021-06-17,Midwest,Illinois,Chicago,Women's Apparel,50.0,225,112500.0,56250.0,0.5,Outlet,2021,6,17,First Half
302,Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,450,225000.0,90000.0,0.4,Outlet,2021,6,18,First Half
303,Foot Locker,1185732,2021-06-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,150,75000.0,26250.0,0.35,Outlet,2021,6,19,First Half
304,Foot Locker,1185732,2021-06-20,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,150,60000.0,21000.0,0.35,Outlet,2021,6,20,First Half
305,Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,33750.0,13500.0,0.4,Outlet,2021,6,21,First Half
306,Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,60.0,100,60000.0,21000.0,0.35,Outlet,2021,6,22,First Half
